parlamentarier_anzeige_name	parlamentarier_id	parlamentarier_rat	parlamentarier_kanton	parlamentarier_partei_de	parlamentarier_fraktion	parlamentarier_kommissionen	parlamentarier_im_rat_seit	parlamentarier_im_rat_bis	parlamentarier_geschlecht	parlamentarier_geburtstag	parlamentarier_parlament_biografie_id	parlamentarier_parlament_number	parlamentarier_sprache	parlamentarier_arbeitssprache	zutrittsberechtigung_id	zutrittsberechtigung_funktion	zutrittsberechtigung_funktion_fr	zutrittsberechtigung_von	zutrittsberechtigung_bis	person_id	person_nachname	person_vorname	person_zweiter_vorname	person_namensunterscheidung	person_beschreibung_de	person_beschreibung_fr	person_beruf	person_beruf_fr	person_beruf_interessengruppe_id	person_partei_id	person_geschlecht	person_arbeitssprache	person_homepage	person_twitter_name	person_linkedin_profil_url	person_xing_profil_name	person_facebook_name
"Glanzmann-Hunkeler, Ida"	97	"NR"	"LU"	"M"	"M-E"	"NATO-V, OSZE, SiK-NR"	2006-09-18		"F"	1958-09-29	1337	2657	"de"	"de"	286	"Regierungsrat des Kantons Luzern"				294	"Graf"	"Guido"			"Kanton Luzern"		"Vorsteher Gesundheits- und Sozialdepartement Kanton Luzern"	"Chef du Département de la santé et des affaires sociales du canton de Lucerne"	13	22	"M"	"de"	"http://www.guidograf.ch"				
"Glarner, Andreas"	283	"NR"	"AG"	"SVP"	"V"	"SGK-NR, SPK-NR"	2015-11-30		"M"	1962-10-09	4161	3074	"de"	"de"	1285	"Präsident Junge SVP Schweiz"		2021-07-05																			
"Glarner, Andreas"	283	"NR"	"AG"	"SVP"	"V"	"SGK-NR, SPK-NR"	2015-11-30		"M"	1962-10-09	4161	3074	"de"	"de"	1288	"Persönliche/r Mitarbeiter/in"		2021-09-03		960	"Lang"	"Cynthia"			"Persönliche/r Mitarbeiter/in"		"Flugbegleiterin, kaufmännische Angestellte"	"Hôtesse de l'air, employée commercial"	116	5	"F"	"de"					"profile.php?id=100070910040789"
"Glättli, Balthasar"	98	"NR"	"ZH"	"Grüne"	"G"	"SPK-NR"	2011-12-05		"M"	1972-02-12	4093	3003	"de"	"de"	662	"Alliance Sud"		2016-01-21		554	"Staudenmann"	"Jürg"			"Alliance Sud"	"Alliance Sud"	"Senior Expert in Peace, Environment and Climate Science at SIPRI"	"Senior Expert in Peace, Environment and Climate Science at SIPRI"	25		"M"	"de"		"staudenmann"	"https://www.linkedin.com/in/staudenmann"	"Juerg_Staudenmann2"	
"Glättli, Balthasar"	98	"NR"	"ZH"	"Grüne"	"G"	"SPK-NR"	2011-12-05		"M"	1972-02-12	4093	3003	"de"	"de"	890	"Schweizerischer MieterInnenverband SMV"		2018-05-25		691	"Imboden"	"Natalie"			"Grossrätin und Co-Präsidentin Grüne Kanton Bern"	"Conseillère cantonal et Co-Présidente Verts Canton de Berne"	"Generalsekretärin Mieterinnen- und Mieterverband Schweiz, Historikerin"	"Secrétaire générale Association Suisse des locataires"	98	4	"F"	"de"	"https://www.natalieimboden.ch"	"natalieimboden"			"natalie.imboden"
"Gmür-Schönenberger, Andrea"	284	"SR"	"LU"	"M"	"M-E"	"APK-SR, SiK-SR, WBK-SR"	2015-11-30		"F"	1964-07-17	4181	3075	"de"	"de"	581	"Persönliche/r Mitarbeiter/in"				516	"Bühler"	"Adrian"			"Persönlicher Mitarbeiter"		"Partner media-work gmbh"	"Partenaire media-work gmbh"	18	22	"M"	"de"	"http://www.adrian-buehler.ch"	"Buehler6274"	"https://www.linkedin.com/in/adrian-bühler-4917b2137/"	"Adrian_Buehler7"	"adrian.buhler.1"
"Gmür, Alois"	99	"NR"	"SZ"	"M"	"M-E"	"FK-NR, SiK-NR"	2011-12-05		"M"	1955-04-03	4096	3001	"de"	"de"	121	"Schweizer Brauerei-Verband (SGV)"				128	"Kreber"	"Marcel"					"Direktor Schweizer Brauerei-Verband"	"Directeur Association suisse des brasseries"	82	22	"M"	"de"	"http://www.marcel-kreber.net/"	"marcelkreber"	"https://www.linkedin.com/in/marcel-kreber-5b120557"	"Marcel_Kreber"	
"Gmür, Alois"	99	"NR"	"SZ"	"M"	"M-E"	"FK-NR, SiK-NR"	2011-12-05		"M"	1955-04-03	4096	3001	"de"	"de"	578	"GastroSuisse"				513	"Platzer"	"Casimir"			"Hotelier"	"Hôtelier"	"Hotelier, Präsident GastroSuisse"	"Hôtelier, Président GastroSuisse"	60		"M"	"de"	"http://www.gastrosuisse.ch"	"president_gs"	"https://www.linkedin.com/in/casi-platzer-3b155414/"	"Casimir_Platzer"	
"Gössi, Petra"	101	"NR"	"SZ"	"FDP"	"RL"	"WAK-NR"	2011-12-05		"F"	1976-01-12	4116	3023	"de"	"de"																							
"Graf-Litscher, Edith"	103	"NR"	"TG"	"SP"	"S"	"Bü-NR, KVF-NR, SiK-NR"	2005-05-30		"F"	1964-03-25	1295	2652	"de"	"de"	123	"Köhler, Stüdeli & Partner GmbH"				130	"Stüdeli"	"Walter"			"Geschäftsführung Verbände"		"Politik- und Kommunikationsberater"		18		"M"	"de"	"http://www.koest.ch/team/walter-stüdeli/"	"walter_stuedeli"		"Walter Stüdeli"	
"Graf-Litscher, Edith"	103	"NR"	"TG"	"SP"	"S"	"Bü-NR, KVF-NR, SiK-NR"	2005-05-30		"F"	1964-03-25	1295	2652	"de"	"de"	290	"ewz"				298	"Graf"	"Harry"			"Gast"		"Leiter Media & Public Affairs EWZ"		29		"M"	"de"			"https://www.linkedin.com/in/harry-graf-a8587049/?originalSubdomain=ch"	"Harry Graf"	
"Graf, Maya"	102	"SR"	"BL"	"Grüne"	"G"	"GPDel-V, GPK-SR, SGK-SR, WBK-SR"	2001-06-05		"F"	1962-02-28	806	2569	"de"	"de"	1105	"Bio Suisse"		2019-12-05		517	"Bossard"	"Martin"					"Leiter Politik Bio Suisse"		80	4	"M"	"de"	"http://www.martin-bossard.ch/"	"mbossard13"	"https://www.linkedin.com/in/martin-bossard-1401529a/?originalSubdomain=ch"		
"Graf, Maya"	102	"SR"	"BL"	"Grüne"	"G"	"GPDel-V, GPK-SR, SGK-SR, WBK-SR"	2001-06-05		"F"	1962-02-28	806	2569	"de"	"de"	1177	"Inclusion Handicap, Bern"		2020-02-09		679	"Neruda"	"Julien"	"Boris"				"Geschäftsleiter Inclusion Handicap, Dachverband der Behindertenorganisationen Schweiz"	"Directeur Inclusion Handicap, Association faîtière des organisations suisses de personnes handicapées"	15		"M"	"de"	"https://www.inclusion-handicap.ch"				"julien.jaeckle"
"Gredig, Corina"	348	"NR"	"ZH"	"GLP"	"GL"	"GPK-NR, SPK-NR"	2019-12-01		"F"	1987-09-08	4267	3159	"de"	"de"	1041	"Gast"		2019-12-03		578	"Forster"	"Nicola"	"Manuel"				"Präsident foraus - Forum Aussenpolitik"	"Président foraus - Forum de politique étrangère"	70	2	"M"	"de"	"http://www.foraus.ch"	"nicolaforster"	"https://www.linkedin.com/in/nicolaforster"	"Nicola_Forster2"	"nicola.forster"
"Gredig, Corina"	348	"NR"	"ZH"	"GLP"	"GL"	"GPK-NR, SPK-NR"	2019-12-01		"F"	1987-09-08	4267	3159	"de"	"de"	1144	"Leiterin Politik Swisscleantech"		2020-02-09		697	"Novak"	"Martina"					"Leiterin Politik swisscleantech"	"Responsable politique swisscleantech"	50	2	"F"	"de"	"https://www.swisscleantech.ch"	"mno_novak"	"https://www.linkedin.com/in/martina-novak/"		
"Grin, Jean-Pierre"	104	"NR"	"VD"	"SVP"	"V"	"APF-V, ERD-V, FK-NR"	2007-12-03		"M"	1947-03-16	3885	2688	"fr"	"fr"	583	"Biofluels Schweiz"				518	"Frei"	"Ulrich"	"Rudolf"				"Geschäftsleiter BioFuels, Inhaber einer Kommunikationsfirma"	"Gérant BioFuels, Propriétaire d'une entreprise de communication"	32		"M"	"de"	"http://freicom.org/"	"UlrichFrei"	"https://www.linkedin.com/in/ulrich-frei-7145a376/?originalSubdomain=ch"		
"Grin, Jean-Pierre"	104	"NR"	"VD"	"SVP"	"V"	"APF-V, ERD-V, FK-NR"	2007-12-03		"M"	1947-03-16	3885	2688	"fr"	"fr"	1091	"Invité(e)"		2019-12-05		555	"Nicod"	"Gérald"					"Ingenieur"	"Ingénieur"	52	5	"M"	"fr"					
"Grossen, Jürg"	106	"NR"	"BE"	"GLP"	"GL"	"WAK-NR"	2011-12-05		"M"	1969-08-24	4083	2786	"de"	"de"	1145	"Verband Schweizerischer Elektrizitätsunternehmen (VSE)"		2020-02-09		602	"Frank"	"Michael"	"Johann"				"Direktor Verband Schweizerischer Elektrizitätsunternehmen"	"Directeur de l'Association des entreprises électriques suisses"	29		"M"	"de"	"http://www.strom.ch"	"sicherenergie"	"https://ch.linkedin.com/in/michael-frank-820b9bb"		
"Grossen, Jürg"	106	"NR"	"BE"	"GLP"	"GL"	"WAK-NR"	2011-12-05		"M"	1969-08-24	4083	2786	"de"	"de"	809	"EIT.swiss"		2017-06-07		648	"Kopp"	"Laura"			"Verband Schweizerischer Elektro-Installationsfirmen (VSEI)"		"Leiterin Öffentlichkeitsarbeit EIT.swiss"		31	2	"F"	"de"		"KoppLaura"	"https://www.linkedin.com/in/laura-kopp-1a735720/?ppe=1"		"lauraannakopp"
"Grüter, Franz"	285	"NR"	"LU"	"SVP"	"V"	"APK-NR"	2015-11-30		"M"	1963-07-29	4162	3076	"de"	"de"	1042	"Gast"		2019-12-03		519	"Grüter-Bucher"	"Luzia"					"Hausfrau"		12		"F"	"de"					
"Grüter, Franz"	285	"NR"	"LU"	"SVP"	"V"	"APK-NR"	2015-11-30		"M"	1963-07-29	4162	3076	"de"	"de"	1227	"Persönliche/r Mitarbeiter/in"		2020-08-30		909	"Grüter"	"Marco"			"Persönliche/r Mitarbeiter/in"		"ICT System Engineer"		78		"M"	"de"			"https://www.linkedin.com/in/marco-grüter-7b65611b4/"		"marco.gruter.7"
"Gschwind, Jean-Paul"	108	"NR"	"JU"	"M"	"M-E"	"FinDel-V, FK-NR"	2011-12-05		"M"	1952-10-31	4087	2798	"fr"	"fr"	981	"Union des Radios Régionales Romandes"		2019-12-02		553	"Zahno"	"Philippe"					"Kommunikationsberater und Präsident von Union Radios Régionales Romandes (RRR)"	"Consultant en communication et Président de l'Union des Radios Régionales Romandes (RRR)"	49		"M"	"fr"	"http://www.zahnocommunication.ch/"		"https://www.linkedin.com/in/philippe-zahno-24213396/"		"philippe.zahno.5"
"Gugger, Niklaus-Samuel"	327	"NR"	"ZH"	"EVP"	"M-E"	"APK-NR, ERD-V"	2017-11-27		"M"	1970-05-01	4214	3115	"de"	"de"																							
"Guggisberg, Lars"	391	"NR"	"BE"	"SVP"	"V"	"FK-NR"	2019-10-20		"M"	1977-07-19	4310	3206	"de"	"de"	1045	"Gast"		2019-12-03		527	"Gurtner (Dagai)"	"Miriam"					"Leitung Public Affairs Groupe Mutuel"		2	5	"F"	"de"	"http://www.miriam-gurtner.ch/"		"https://www.linkedin.com/in/miriam-gurtner-dagai-a8625813"		"miriam.gurtner.56"
"Guggisberg, Lars"	391	"NR"	"BE"	"SVP"	"V"	"FK-NR"	2019-10-20		"M"	1977-07-19	4310	3206	"de"	"de"	1044	"Gast"		2019-12-03		809	"Guggisberg"	"Rudolf"			"Gast"		"Rentner"	"Retraité"	20	5	"M"						"rudolf.guggisberg"
"Gutjahr, Diana"	328	"NR"	"TG"	"SVP"	"V"	"WBK-NR"	2017-11-27		"F"	1984-01-13	4216	3117	"de"	"de"																							
"Gysi, Barbara"	110	"NR"	"SG"	"SP"	"S"	"FK-NR, SGK-NR"	2011-12-12		"F"	1964-05-14	4121	3026	"de"	"de"	296	"Schweizerischer Berufsverband Pflegefachfrauen und -männer"				304	"Ribi"	"Yvonne"					"Geschäftsführerin Schweizer Berufsverband der Pflegefachfrauen und Pflegefachmänner (SBK-ASI)"	"Directrice Association suisse des infirmiers et infirmières"	73		"F"	"de"		"YRibi"		"Yvonne_Ribi"	"yvonne.ribi"
"Gysi, Barbara"	110	"NR"	"SG"	"SP"	"S"	"FK-NR, SGK-NR"	2011-12-12		"F"	1964-05-14	4121	3026	"de"	"de"	1295	"Personalverband des Bundes"		2021-10-03																			
"Gysin, Greta"	396	"NR"	"TI"	"Grüne"	"G"	"BeK-V, Del I-V, RedK-V, SPK-NR"	2019-10-20		"F"	1983-10-06	4268	3160	"it"	"de"	1094	"transfair, associazione del personale"		2019-12-05		835	"Humbel"	"Matthias"			"transfair, associazione del personale"		"Leiter Branche Öffentliche Verwaltung Transfair"		53		"M"	"de"			"https://www.linkedin.com/in/matthias-humbel-b0a31315b/?originalSubdomain=ch"		"matthias.humbel"
"Gysin, Greta"	396	"NR"	"TI"	"Grüne"	"G"	"BeK-V, Del I-V, RedK-V, SPK-NR"	2019-10-20		"F"	1983-10-06	4268	3160	"it"	"de"	1253	"Persönliche/r Mitarbeiter/in"		2020-12-19		930	"Zanini Barzaghi"	"Cristina"	"Maria"		"Persönliche/r Mitarbeiter/in"		"Bauingenieurin ETH, Gemeinderätin"	"Ingénieur civil, Conseillère municipale"	52	3	"F"	"it"	"https://cristinazanini.ch"	"cristinazaninib"	"https://www.linkedin.com/in/cristina-zanini-barzaghi-51a51529/"	"Cristina_ZaniniBarzaghi"	"cristinazaninibarzaghi"
"Haab, Martin"	343	"NR"	"ZH"	"SVP"	"V"	"Del A-V, WBK-NR"	2019-06-03		"M"	1962-05-03	4236	3134	"de"	"de"	1186	"Gast"		2020-02-21		306	"Walder"	"Annette"			"Gast"		"Leitung Informations- und Kommunikationsstelle Gebet für die Schweiz"	"Directrice du Bureau de l'information et de la communication Prière pour la Suisse"	103		"F"	"de"			"https://www.linkedin.com/in/annette-walder-13811984"		
"Häberli-Koller, Brigitte"	228	"SR"	"TG"	"M"	"M-E"	"Bü-SR, Bü-VBV-V, Del A-V, Del FL-V, KVF-SR, SGK-SR, SiK-SR, VD, WBK-SR"	2003-12-01		"F"	1958-08-23	1106	2600	"de"	"de"	297	"Persönlicher Mitarbeiter"				305	"Menzi"	"Armin"					"Publizist"	"Publiciste"	18	22	"M"	"de"	"http://www.skarabaeusverlag.ch"		"https://www.linkedin.com/in/armin-menzi-609458102/"		
"Heer, Alfred"	116	"NR"	"ZH"	"SVP"	"V"	"ERD-V, GPDel-V, GPK-NR"	2007-12-03		"M"	1961-10-12	3887	2690	"de"	"de"	732	"Gast"		2016-04-18		145	"Segert"	"Alexander"			"Gast"		"Leiter Werbeagentur Goal"		125	5	"M"	"de"	"http://www.goal.ch"	"a_segert"			
"Heer, Alfred"	116	"NR"	"ZH"	"SVP"	"V"	"ERD-V, GPDel-V, GPK-NR"	2007-12-03		"M"	1961-10-12	3887	2690	"de"	"de"	1048	"Dr. Thomas Borer Consulting"		2019-12-03		439	"Borer"	"Thomas"			"Dr. Borer Consulting"		"Unternehmensberater"		18		"M"		"http://www.thomas-borer-de.com/"				
"Hefti, Thomas"	230	"SR"	"GL"	"FDP"	"RL"	"Bü-SR, Bü-VBV-V, FinDel-V, FK-SR, RK-SR, SPK-SR, VD"	2014-03-03		"M"	1959-10-30	4139	3041	"de"	"de"																							
"Hegglin, Peter"	317	"SR"	"ZG"	"M"	"M-E"	"FinDel-V, FK-SR, SGK-SR, WAK-SR"	2015-11-30		"M"	1960-12-25	4153	3053	"de"	"de"	769	"Die Schweizerische Post AG"		2016-10-05		81	"Dietrich"	"Matthias"					"Leiter Politik und Internationales bei der Post"	"Responsable des affaires politiques et internationales à la Poste"	36		"M"	"de"			"https://www.linkedin.com/in/matthias-dietrich-a53856115"	"Matthias_Dietrich16"	"matthias.dietrich.940"
"Hegglin, Peter"	317	"SR"	"ZG"	"M"	"M-E"	"FinDel-V, FK-SR, SGK-SR, WAK-SR"	2015-11-30		"M"	1960-12-25	4153	3053	"de"	"de"	942	"Gast"		2019-06-07		727	"Mori"	"Paul"			"Gast"		"Sonderbotschafter Heilsarmee Schweiz, Österreich, Ungarn"		25		"M"	"de"	"http://www.pmprojekte.ch/home"	"PaulMori5"	"https://www.linkedin.com/in/paul-h-mori-1a246884/?originalSubdomain=ch"		
"Heimgartner, Stefanie"	394	"NR"	"AG"	"SVP"	"V"	"SiK-NR"	2019-10-20		"F"	1987-04-25	4314	3210	"de"	"de"	1049	"ASTAG Schweiz"		2019-12-03		512	"Kirchhofer"	"André"					"Vizedirektor Astag"	"Vice-directeur Astag"	36	1	"M"	"de"	"http://www.astag.ch"		"https://www.linkedin.com/in/andr%C3%A9-kirchhofer-191535182/"	"Andre_Kirchhofer"	"kirchhofer.andre"
"Heimgartner, Stefanie"	394	"NR"	"AG"	"SVP"	"V"	"SiK-NR"	2019-10-20		"F"	1987-04-25	4314	3210	"de"	"de"	1228	"Persönliche/r Mitarbeiter/in"		2020-08-30																			
"Herzog, Eva"	382	"SR"	"BS"	"SP"	"S"	"Del D-V, FinDel-V, FK-SR, KVF-SR, WBK-SR"	2019-10-20		"F"	1961-12-25	4239	3194	"de"	"de"	1220	"Persönliche/r Mitarbeiter/in"		2020-05-03																			
"Herzog, Verena"	117	"NR"	"TG"	"SVP"	"V"	"SGK-NR, WBK-NR"	2013-03-04		"F"	1956-02-07	4129	3033	"de"	"de"	592	"Persönlicher Mitarbeiter"				523	"Wüthrich"	"Hans-Peter"					"Geschäftsführer Hans-Peter Wüthrich education GmbH"		18		"M"	"de"	"http://www.hpw-edu.ch/"		"https://www.linkedin.com/in/hans-peter-w%C3%BCthrich-70b787a2/"		
"Hess, Erich"	287	"NR"	"BE"	"SVP"	"V"	"BeK-V, GPK-NR, SiK-NR"	2015-11-30		"M"	1981-03-25	4163	3078	"de"	"de"	1095	"Persönliche/r Mitarbeiter/in"		2019-12-05		592	"Herzig"	"David"					"Geschäftsführer"		23	5	"M"	"de"		"davidherzig"		"David_Herzig2"	
"Hess, Lorenz"	11	"NR"	"BE"	"M"	"M-E"	"GK-V, SGK-NR"	2011-12-05		"M"	1961-06-28	4094	2799	"de"	"de"	727	"Swisscom AG"				406	"Nünlist"	"Stefan"	"Michael"		"Swisscom AG"		"Leiter Unternehmenskommunikation Swisscom, Lic. iur., Fürsprecher und Notar"		47	1	"M"	"de"	"http://www.swisscom.ch/de/about/ghq-hidden-pages/portrait/stefan-nuenlist.html"	"stefannuenlist"	"https://www.linkedin.com/in/stefan-n%C3%BCnlist-75501b4a"	"Stefan_Nuenlist2"	"snuenlist"
"Hess, Lorenz"	11	"NR"	"BE"	"M"	"M-E"	"GK-V, SGK-NR"	2011-12-05		"M"	1961-06-28	4094	2799	"de"	"de"	665	"furrerhugi.ag"		2016-01-24		557	"Beutler"	"Nicole"	"Caroline"				"Senior Consultant Furrerhugi.ag"		18		"F"	"de"	"https://www.furrerhugi.ch"	"ncbeutler"	"https://www.linkedin.com/in/nicole-beutler-82860a14a/"		"nicole.beutler.58"
"Huber, Alois"	425	"NR"	"AG"	"SVP"	"V"	"GPK-NR, WBK-NR"	2020-03-02		"M"	1962-11-21	4317	3213	"de"	"de"																							
"Humbel, Ruth"	12	"NR"	"AG"	"M"	"M-E"	"BeK-V, SGK-NR"	2003-09-15		"F"	1957-07-23	1071	2580	"de"	"de"																							
"Hurni, Baptiste"	398	"NR"	"NE"	"SP"	"S"	"RK-NR"	2019-10-20		"M"	1986-04-04	4270	3162	"fr"	"fr"	1217	"Collaborateur(rice) personnel(le)"		2020-05-03		900	"Dubois"	"Romain"			"Collaborateur(rice) personnel(le)"		"Rechtsstudent, Kurator"	"Étudiant en droit, curateur privé"	41	3	"M"	"fr"	"https://www.psn.ch/personnes/detail/romain-dubois"	"romdubois"			
"Hurni, Baptiste"	398	"NR"	"NE"	"SP"	"S"	"RK-NR"	2019-10-20		"M"	1986-04-04	4270	3162	"fr"	"fr"	1218	"ASLOCA Suisse"		2020-05-03		901	"Joly"	"Rebecca"			"ASLOCA Suisse"		"Stv. Generalsekretärin MV Schweiz"	"Secrétaire générale adjointe Asloca suisse"	98	4	"F"	"fr"		"rebecca_joly"			"rebecca.joly.9"
"Hurter, Thomas"	120	"NR"	"SH"	"SVP"	"V"	"IPU, KVF-NR, SiK-NR"	2007-12-03		"M"	1963-11-01	3890	2693	"de"	"de"	1113	"Public Affairs Swisscom"		2019-12-11		136	"Kilchenmann"	"Stefan"					"Head of Public Affairs Swisscom"		47	1	"M"	"de"		"st_kilchenmann"	"https://www.linkedin.com/in/stefan-kilchenmann-a282b817"	"Stefan_Kilchenmann"	"stefan.kilchenmann.58"
"Hurter, Thomas"	120	"NR"	"SH"	"SVP"	"V"	"IPU, KVF-NR, SiK-NR"	2007-12-03		"M"	1963-11-01	3890	2693	"de"	"de"	143	"Gast"				150	"Stamm Hurter"	"Cornelia"			"Gast"		"Regierungsrätin Kt. Schaffhausen"		13	5	"F"	"de"	"http://www.svp-sh.ch/home/parlamente/grosser-stadtrat/person/cornelia-stamm-hurter"				"c.stammhurter"
"Imark, Christian"	289	"NR"	"SO"	"SVP"	"V"	"GPK-NR, UREK-NR"	2015-11-30		"M"	1982-01-29	4164	3080	"de"	"de"	846	"Gastro Suisse"		2017-11-10		332	"Borner"	"Daniel"			"Direktor GastroSuisse"	"Dirécteur GastroSuisse"	"Betriebswirtschafter"	"Économiste d'entreprise"	60		"M"	"de"	"https://www.gastrosuisse.ch"		"https://www.linkedin.com/in/daniel-borner-7966a3111/"		
"Imark, Christian"	289	"NR"	"SO"	"SVP"	"V"	"GPK-NR, UREK-NR"	2015-11-30		"M"	1982-01-29	4164	3080	"de"	"de"	764	"Gast"		2016-09-19		616	"Imark-Schmidhalter"	"Carmen"					"Fachexpertin Pflege"	"Spécialiste des soins"	73		"F"	"de"				"Carmen_Schmidhalter"	"carmen.schmidhalter.7"
"Jauslin, Matthias Samuel"	314	"NR"	"AG"	"FDP"	"RL"	"GPK-NR, UREK-NR"	2015-11-30		"M"	1962-04-20	4208	3109	"de"	"de"	1304	"Persönliche/r Mitarbeiter/in"		2021-11-01																			
"Jositsch, Daniel"	125	"SR"	"ZH"	"SP"	"S"	"APK-SR, IPU, RK-SR, SiK-SR, SPK-SR"	2007-12-03		"M"	1965-03-25	3891	2694	"de"	"de"	750	"Kaufmännischer Verband"	"Société des employés de commerce"	2016-06-21		608	"Zünd"	"Christian"					"CEO Kaufmännischer Verband"	"CEO de la Société des employés de commerce"	53		"M"	"de"	"http://www.kfmv.ch"		"https://www.linkedin.com/in/christian-z%C3%BCnd-790756134/"	"Christian_Zuend"	
"Jositsch, Daniel"	125	"SR"	"ZH"	"SP"	"S"	"APK-SR, IPU, RK-SR, SiK-SR, SPK-SR"	2007-12-03		"M"	1965-03-25	3891	2694	"de"	"de"	1267	"Persönliche/r Mitarbeiter/in"		2021-02-27																			
"Juillard, Charles"	402	"SR"	"JU"	"M"	"M-E"	"APF-V, Del F-V, GPK-SR, SiK-SR"	2019-12-02		"M"	1962-12-17	4240	3195	"fr"	"fr"	1236	"Amnesty International section Suisse"		2020-08-30		918	"Ineichen"	"Michael"			"Amnesty International section Suisse"		"Head of Advocacy"	"Chargé de plaidoyer"	71		"M"	"fr"		"IneichenM"	"https://www.linkedin.com/in/michaelineichen/"		"michael.td.ineichen"
"Kälin, Irène"	329	"NR"	"AG"	"Grüne"	"G"	"Bü-NR, Bü-VBV-V, SPK-NR, VD"	2017-11-27		"F"	1987-02-06	4218	3119	"de"	"de"	1122	"Schweizerischer Gewerkschaftsbund"		2019-12-16		846	"Medici"	"Gabriela"			"Schweizerischer Gewerkschaftsbund"		"Zentralsekretärin Sozialversicherungen SGB"		53		"F"				"https://www.linkedin.com/in/gabriela-medici-0b27a9a9/?originalSubdomain=ch"		
"Kälin, Irène"	329	"NR"	"AG"	"Grüne"	"G"	"Bü-NR, Bü-VBV-V, SPK-NR, VD"	2017-11-27		"F"	1987-02-06	4218	3119	"de"	"de"	1147	"Schweizerische Energiestiftung"		2020-02-09		858	"Banholzer"	"Simon"			"Schweizerische Energiestiftung"		"Leiter Fachbereich Atomenergie Schweizerische Energiestiftung"	"Chef du secteur de l'énergie nucléaire Fondation Suisse de l'Energie"	32		"M"	"de"	"https://www.energiestiftung.ch/ueber-uns-team.html"	"Simon_Banholzer"	"https://www.linkedin.com/in/simon-banholzer-0a63b11a1/"		"banholzer"
"Kamerzin, Sidney"	399	"NR"	"VS"	"M"	"M-E"	"RK-NR"	2019-10-20		"M"	1975-03-19	4271	3163	"fr"	"fr"	1187	"Gast"		2020-02-21		218	"Weissen"	"Roman"			"KM Konsulta"		"Kommunikationsberater"		18		"M"	"de"			"https://www.linkedin.com/pub/roman-weissen/96/a23/943"		
"Kamerzin, Sidney"	399	"NR"	"VS"	"M"	"M-E"	"RK-NR"	2019-10-20		"M"	1975-03-19	4271	3163	"fr"	"fr"	1050	"Invité(e)"		2019-12-03		812	"Haenni"	"Sophie"			"Invité(e)"		"Anwältin"	"Avocat"	58		"F"	"fr"					"sophie.haenni"
"Keller, Peter"	127	"NR"	"NW"	"SVP"	"V"	"WBK-NR"	2011-12-05		"M"	1971-04-22	4098	3013	"de"	"de"																							
"Klopfenstein Broggini, Delphine"	403	"NR"	"GE"	"Grüne"	"G"	"Del F-V, UREK-NR"	2019-12-02		"F"	1976-06-09	4272	3164	"fr"	"fr"	1238	"POLITIKWERKSTATT, Erlachstrasse 23, 3012"		2020-09-09		137	"Jakob"	"Stefan"					"Politikberater"	"Conseiller politique"	18		"M"	"de"			"https://www.linkedin.com/in/stefanjakob/"		
"Knecht, Hansjörg"	131	"SR"	"AG"	"SVP"	"V"	"Del D-V, FK-SR, KVF-SR, UREK-SR"	2011-12-05		"M"	1960-03-24	4114	3021	"de"	"de"	1208	"Persönliche/r Mitarbeiter/in"		2020-03-06		892	"Ambrus"	"Cathrine"			"Persönliche/r Mitarbeiter/in"		"Studentin Law & Economics; Persönliche Mitarbeiterin"	"Étudiante Law & Economics; Collaboratrice personelle"	23	1	"F"	"de"					
"Köppel, Roger"	291	"NR"	"ZH"	"SVP"	"V"	"APK-NR, Del D-V"	2015-11-30		"M"	1965-03-21	4166	3082	"de"	"de"	1198	"Gast"		2020-03-06		670	"Zollinger"	"Kurt"	"Heinrich"		"Gast"		"Bauingenieur und Ingenieur-Berater"	"Ingénieur civil et conseiller d'ingénieur"	51	5	"M"	"de"		"kurt_zollinger"	"https://www.linkedin.com/in/kurt-zollinger-a0a14484/"		"kurt.zollinger.71"
"Kuprecht, Alex"	34	"SR"	"SZ"	"SVP"	"V"	"Bü-SR, Bü-VBV-V, Del A-V, Del FL-V, SGK-SR, SiK-SR, VD, WAK-SR"	2003-12-01		"M"	1957-12-22	1162	2641	"de"	"de"	398	"Persönliche/r Mitarbeiter/in"				407	"Walther Weger"	"Belinda"			"Public Affairs; Die Mobiliar"		"Verantwortliche Public Affairs Die Mobiliar"	"Responsable Public Affairs Die Mobiliar"	18	22	"F"	"de"		"WaltherWeger"	"https://www.linkedin.com/in/belinda-walther-weger-5b6348a0"	"Belinda_WaltherWeger"	"belinda.waltherweger"
"Kuprecht, Alex"	34	"SR"	"SZ"	"SVP"	"V"	"Bü-SR, Bü-VBV-V, Del A-V, Del FL-V, SGK-SR, SiK-SR, VD, WAK-SR"	2003-12-01		"M"	1957-12-22	1162	2641	"de"	"de"	415	"Persönlicher Mitarbeiter"				424	"Kähr"	"Thomas"			"Persönlicher Mitarbeiter"		"Kommunikationsberater"	"Conseiller en communication"	18		"M"	"de"	"http://www.kaehr-communications.ch/kontakt/"		"https://www.linkedin.com/in/kaehr/"	"Thomas_Kaehr/cv"	"t.kaehr"
