parlamentarier_anzeige_name	parlamentarier_id	parlamentarier_nachname	parlamentarier_vorname	parlamentarier_zweiter_vorname	parlamentarier_rat	parlamentarier_kanton	parlamentarier_partei	parlamentarier_fraktion	parlamentarier_kommissionen	parlamentarier_im_rat_seit	parlamentarier_im_rat_bis	parlamentarier_geschlecht	parlamentarier_geburtstag	parlamentarier_parlament_biografie_id	parlamentarier_parlament_number	parlamentarier_sprache	parlamentarier_arbeitssprache	interessenbindung_beschreibung	interessenbindung_von	interessenbindung_bis	interessenbindung_art	interessenbindung_funktion_im_gremium	interessenbindung_deklarationstyp	interessenbindung_status	interessenbindung_hauptberuflich	interessenbindung_behoerden_vertreter	interessenbindung_wirksamkeit	organisation_id	verguetung	verguetung_jahr	verguetung_beschreibung	organisation_name_de	organisation_uid	organisation_name_fr	organisation_ort	organisation_rechtsform	organisation_rechtsform_handelsregister	organisation_rechtsform_zefix	organisation_typ	organisation_vernehmlassung	organisation_interessengruppe1	organisation_interessengruppe1_branche	organisation_interessengruppe1_branche_kommission_abkuerzung	organisation_interessengruppe2	organisation_interessengruppe2_branche	organisation_interessengruppe2_branche_kommission_abkuerzung	organisation_interessengruppe3	organisation_interessengruppe3_branche	organisation_interessengruppe3_branche_kommission_abkuerzung
"Marti, Samira"	339	"Marti"	"Samira"		"NR"	"BL"	"SP"	"S"	"SPK-NR"	2018-12-10		"F"	1994-01-23	4228	3129	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	1065	-1	2021	"Bezahlendes Mitglied"	"Gruppe für eine Schweiz ohne Armee"	"CHE-106.077.800"	"Groupe pour une Suisse sans Armée (GSsA)"	"Zürich"	"Verein"	0109		"EinzelOrganisation,dezidierteLobby"	"nie"	"Militär"	"Sicherheit"	"SiK"						
"Marti, Samira"	339	"Marti"	"Samira"		"NR"	"BL"	"SP"	"S"	"SPK-NR"	2018-12-10		"F"	1994-01-23	4228	3129	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	1750				"Bundeshaus-Band"		"Bundeshaus-Band"		"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Musik"	"Kultur"	"WBK"						
"Marti, Samira"	339	"Marti"	"Samira"		"NR"	"BL"	"SP"	"S"	"SPK-NR"	2018-12-10		"F"	1994-01-23	4228	3129	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	2814	-1	2021	"Bezahlendes Mitglied"	"Brava"	"CHE-113.931.888"		"Bern"	"Verein"	0109		"EinzelOrganisation,dezidierteLobby"	"punktuell"	"Gleichstellung"	"Soziale Sicherheit"	"SGK"						
"Marti, Samira"	339	"Marti"	"Samira"		"NR"	"BL"	"SP"	"S"	"SPK-NR"	2018-12-10		"F"	1994-01-23	4228	3129	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	3318				"Menschenrechte"		"Droits humains"	"Bern"	"Parlamentarische Gruppe"			"EinzelOrganisation,MitgliedsOrganisation,dezidierteLobby"	"nie"	"Friedensförderung/Menschenrechte"	"Aussenpolitik/Aussenwirtschaft"	"APK"	"Friedensförderung/Menschenrechte"	"Aussenpolitik/Aussenwirtschaft"	"APK"			
"Marti, Samira"	339	"Marti"	"Samira"		"NR"	"BL"	"SP"	"S"	"SPK-NR"	2018-12-10		"F"	1994-01-23	4228	3129	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	3500				"Suisse - Solidarité internationale"		"Suisse - Solidarité internationale"	"Bern"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Friedensförderung/Menschenrechte"	"Aussenpolitik/Aussenwirtschaft"	"APK"						
"Marti, Samira"	339	"Marti"	"Samira"		"NR"	"BL"	"SP"	"S"	"SPK-NR"	2018-12-10		"F"	1994-01-23	4228	3129	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	4247				"Frauengruppe"		"Femmes"	"Bern"	"Parlamentarische Gruppe"			"EinzelOrganisation"	"nie"	"Gleichstellung"	"Soziale Sicherheit"	"SGK"						
"Marti, Samira"	339	"Marti"	"Samira"		"NR"	"BL"	"SP"	"S"	"SPK-NR"	2018-12-10		"F"	1994-01-23	4228	3129	"de"	"de"	"Mitglied Matronatskomitee"			"beirat"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	4597	"0"	2021	"Ehrenamtlich"	"HELVETIAROCKT-Der Verein"	"CHE-352.243.379"		"Bern"	"Verein"	0109		"EinzelOrganisation,dezidierteLobby"	"nie"	"Musik"	"Kultur"	"WBK"						
"Marti, Samira"	339	"Marti"	"Samira"		"NR"	"BL"	"SP"	"S"	"SPK-NR"	2018-12-10		"F"	1994-01-23	4228	3129	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	5008	-1	2021	"Bezahlendes Mitglied"	"Gesellschaft für bedrohte Völker"	"CHE-102.511.051"	"Société pour les peuples menacés"	"Bern"	"Verein"	0109		"EinzelOrganisation,dezidierteLobby"	"punktuell"	"Friedensförderung/Menschenrechte"	"Aussenpolitik/Aussenwirtschaft"	"APK"						
"Marti, Samira"	339	"Marti"	"Samira"		"NR"	"BL"	"SP"	"S"	"SPK-NR"	2018-12-10		"F"	1994-01-23	4228	3129	"de"	"de"	"Mitglied"	2020-11-23		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	5979				"Zivildienst"		"Service civil"	"Zürich"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Gemeinwohl/Gesellschaft"	"Soziale Sicherheit"	"SGK"						
"Marti, Samira"	339	"Marti"	"Samira"		"NR"	"BL"	"SP"	"S"	"SPK-NR"	2018-12-10		"F"	1994-01-23	4228	3129	"de"	"de"	"Mitglied"	2021-03-29		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	7599				"Menschenhandel"		"Traite des êtres humains"	"Zürich"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"									
"Martullo-Blocher, Magdalena"	294	"Martullo-Blocher"	"Magdalena"		"NR"	"GR"	"SVP"	"V"	"WAK-NR"	2015-11-30		"F"	1969-08-13	4167	3085	"de"	"de"	"Vorstandsmitglied, Delegierte EMS-Chemie & Vertreterin scienceindustries"			"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"hoch"	39	"0"	2021	"Ehrenamtlich"	"economiesuisse"	"CHE-105.833.663"		"Zürich"	"Verein"	0109	6	"DachOrganisation,dezidierteLobby"	"immer"	"Wirtschaft allgemein"	"Wirtschaft"	"WAK"						
"Martullo-Blocher, Magdalena"	294	"Martullo-Blocher"	"Magdalena"		"NR"	"GR"	"SVP"	"V"	"WAK-NR"	2015-11-30		"F"	1969-08-13	4167	3085	"de"	"de"	"Vizepräsidentin, Mitglied des Parteileitungssausschusses"			"geschaeftsfuehrend"	"vizepraesident"	"deklarationspflichtig"	"deklariert"	"0"		"mittel"	517				"Schweizerische Volkspartei"		"Union démocratique du centre"	"Bern"	"Verein"			"DachOrganisation,LeistungsErbringer,dezidierteLobby"	"immer"	"Parteien"	"Staatspolitik/Staatswirtschaft"	"SPK"						
"Martullo-Blocher, Magdalena"	294	"Martullo-Blocher"	"Magdalena"		"NR"	"GR"	"SVP"	"V"	"WAK-NR"	2015-11-30		"F"	1969-08-13	4167	3085	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	1533				"IG Mineralwasser"		"CI Eaux minérales"	"Zürich"	"Informelle Gruppe"			"EinzelOrganisation,MitgliedsOrganisation,dezidierteLobby"	"nie"	"Nahrungsmittel"	"Wirtschaft"	"WAK"						
"Martullo-Blocher, Magdalena"	294	"Martullo-Blocher"	"Magdalena"		"NR"	"GR"	"SVP"	"V"	"WAK-NR"	2015-11-30		"F"	1969-08-13	4167	3085	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	1622				"Tourismus PGT"		"Tourisme GPT"	"Bern"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Tourismus/Gastronomie"	"Wirtschaft"	"WAK"						
"Martullo-Blocher, Magdalena"	294	"Martullo-Blocher"	"Magdalena"		"NR"	"GR"	"SVP"	"V"	"WAK-NR"	2015-11-30		"F"	1969-08-13	4167	3085	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	2020				"Bergbevölkerung"		"Montagne"	"Bern"	"Parlamentarische Gruppe"			"dezidierteLobby"	"nie"	"Berggebiete"	"Staatspolitik/Staatswirtschaft"	"SPK"						
"Martullo-Blocher, Magdalena"	294	"Martullo-Blocher"	"Magdalena"		"NR"	"GR"	"SVP"	"V"	"WAK-NR"	2015-11-30		"F"	1969-08-13	4167	3085	"de"	"de"				"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"hoch"	2122	"0"	2021	"Ehrenamtlich"	"scienceindustries"	"CHE-107.301.437"		"Zürich"	"Verein"	0109	6	"EinzelOrganisation,DachOrganisation,MitgliedsOrganisation,LeistungsErbringer,dezidierteLobby"	"punktuell"	"Pharma"	"Gesundheit"	"SGK"	"Biotech"	"Wirtschaft"	"WAK"			
"Martullo-Blocher, Magdalena"	294	"Martullo-Blocher"	"Magdalena"		"NR"	"GR"	"SVP"	"V"	"WAK-NR"	2015-11-30		"F"	1969-08-13	4167	3085	"de"	"de"				"vorstand"	"vizepraesident"	"deklarationspflichtig"	"deklariert"	"0"		"tief"	2641				"Schweizerische Volkspartei Graubünden"			"Davos Platz"	"Verein"			"DachOrganisation,MitgliedsOrganisation"	"nie"	"Parteien"	"Staatspolitik/Staatswirtschaft"	"SPK"						
"Martullo-Blocher, Magdalena"	294	"Martullo-Blocher"	"Magdalena"		"NR"	"GR"	"SVP"	"V"	"WAK-NR"	2015-11-30		"F"	1969-08-13	4167	3085	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	2899				"Wohn- und Grundeigentum"		"Propriété immobilière et foncière"	"Zürich"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Immobilien/Hauseigentümer"	"Wirtschaft"	"WAK"						
"Martullo-Blocher, Magdalena"	294	"Martullo-Blocher"	"Magdalena"		"NR"	"GR"	"SVP"	"V"	"WAK-NR"	2015-11-30		"F"	1969-08-13	4167	3085	"de"	"de"				"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	3394	"0"	2021	"Ehrenamtlich"	"EFTEC AG"	"CHE-108.170.215"		"Romanshorn"	"AG"	0106	3	"EinzelOrganisation,LeistungsErbringer"	"nie"	"Chemie/Biotech"	"Wirtschaft"	"WAK"	"Atomenergie"	"Energie"	"UREK"			
"Martullo-Blocher, Magdalena"	294	"Martullo-Blocher"	"Magdalena"		"NR"	"GR"	"SVP"	"V"	"WAK-NR"	2015-11-30		"F"	1969-08-13	4167	3085	"de"	"de"				"vorstand"	"vizepraesident"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	3395	"0"	2021	"Ehrenamtlich"	"Eftec Europe Holding AG"	"CHE-102.858.833"		"Zug"	"AG"	0106	3	"EinzelOrganisation"	"nie"	"Chemie/Biotech"	"Wirtschaft"	"WAK"						
"Martullo-Blocher, Magdalena"	294	"Martullo-Blocher"	"Magdalena"		"NR"	"GR"	"SVP"	"V"	"WAK-NR"	2015-11-30		"F"	1969-08-13	4167	3085	"de"	"de"				"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	3396	"0"	2021	"Ehrenamtlich"	"Emesta Holding AG"	"CHE-102.598.514"		"Wilen b. Wollerau"	"AG"	0106	3	"DachOrganisation"	"nie"	"Investmentgesellschaften"	"Wirtschaft"	"WAK"	"Chemie/Biotech"	"Wirtschaft"	"WAK"			
"Martullo-Blocher, Magdalena"	294	"Martullo-Blocher"	"Magdalena"		"NR"	"GR"	"SVP"	"V"	"WAK-NR"	2015-11-30		"F"	1969-08-13	4167	3085	"de"	"de"				"vorstand"	"vizepraesident"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	3397	"0"	2021	"Ehrenamtlich"	"EMS-CHEMIE (Produktion) AG"	"CHE-102.814.592"		"Domat/Ems"	"AG"	0106	3	"EinzelOrganisation,LeistungsErbringer"	"nie"	"Chemie/Biotech"	"Wirtschaft"	"WAK"						
"Martullo-Blocher, Magdalena"	294	"Martullo-Blocher"	"Magdalena"		"NR"	"GR"	"SVP"	"V"	"WAK-NR"	2015-11-30		"F"	1969-08-13	4167	3085	"de"	"de"				"vorstand"	"vizepraesident"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	3398	"0"	2021	"Ehrenamtlich"	"EMS-CHEMIE AG"	"CHE-105.904.234"		"Domat/Ems"	"AG"	0106	3	"EinzelOrganisation,LeistungsErbringer"	"nie"	"Chemie/Biotech"	"Wirtschaft"	"WAK"						
"Martullo-Blocher, Magdalena"	294	"Martullo-Blocher"	"Magdalena"		"NR"	"GR"	"SVP"	"V"	"WAK-NR"	2015-11-30		"F"	1969-08-13	4167	3085	"de"	"de"	"CEO"			"geschaeftsfuehrend"	"praesident"	"deklarationspflichtig"	"deklariert"	1	"N"	"tief"	3398				"EMS-CHEMIE AG"	"CHE-105.904.234"		"Domat/Ems"	"AG"	0106	3	"EinzelOrganisation,LeistungsErbringer"	"nie"	"Chemie/Biotech"	"Wirtschaft"	"WAK"						
"Martullo-Blocher, Magdalena"	294	"Martullo-Blocher"	"Magdalena"		"NR"	"GR"	"SVP"	"V"	"WAK-NR"	2015-11-30		"F"	1969-08-13	4167	3085	"de"	"de"	"Vizepräsidentin & Delegierte des Verwaltungsrates"			"vorstand"	"vizepraesident"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	3399	1	2021		"EMS-CHEMIE HOLDING AG"	"CHE-101.285.490"		"Domat/Ems"	"AG"	0106	3	"DachOrganisation"	"nie"	"Chemie/Biotech"	"Wirtschaft"	"WAK"						
"Martullo-Blocher, Magdalena"	294	"Martullo-Blocher"	"Magdalena"		"NR"	"GR"	"SVP"	"V"	"WAK-NR"	2015-11-30		"F"	1969-08-13	4167	3085	"de"	"de"				"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	3400	"0"	2021	"Ehrenamtlich"	"EMS-INVENTA AG"	"CHE-100.685.993"		"Männedorf"	"AG"	0106	3	"EinzelOrganisation,LeistungsErbringer"	"nie"	"Chemie/Biotech"	"Wirtschaft"	"WAK"	"Investmentgesellschaften"	"Wirtschaft"	"WAK"			
"Martullo-Blocher, Magdalena"	294	"Martullo-Blocher"	"Magdalena"		"NR"	"GR"	"SVP"	"V"	"WAK-NR"	2015-11-30		"F"	1969-08-13	4167	3085	"de"	"de"				"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	3401	"0"	2021	"Ehrenamtlich"	"EMS-PATENT AG"	"CHE-112.401.091"		"Domat/Ems"	"AG"	0106	3	"EinzelOrganisation"	"nie"	"Chemie/Biotech"	"Wirtschaft"	"WAK"	"Investmentgesellschaften"	"Wirtschaft"	"WAK"			
"Martullo-Blocher, Magdalena"	294	"Martullo-Blocher"	"Magdalena"		"NR"	"GR"	"SVP"	"V"	"WAK-NR"	2015-11-30		"F"	1969-08-13	4167	3085	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	5151				"Italianità"		"Italianità"	"Bern"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Kantone/Regionen"	"Staatspolitik/Staatswirtschaft"	"SPK"						
"Martullo-Blocher, Magdalena"	294	"Martullo-Blocher"	"Magdalena"		"NR"	"GR"	"SVP"	"V"	"WAK-NR"	2015-11-30		"F"	1969-08-13	4167	3085	"de"	"de"				"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"hoch"	5714	"0"	2021	"Ehrenamtlich"	"Swiss Family Business"			"Zürich"	"Verein"			"EinzelOrganisation,dezidierteLobby"	"punktuell"	"KMU/Gewerbe/Arbeitgeber"	"Wirtschaft"	"WAK"						
"Martullo-Blocher, Magdalena"	294	"Martullo-Blocher"	"Magdalena"		"NR"	"GR"	"SVP"	"V"	"WAK-NR"	2015-11-30		"F"	1969-08-13	4167	3085	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	5964				"lingua e cultura rumantscha"		"lingua e cultura rumantscha"	"Chur"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Kantone/Regionen"	"Staatspolitik/Staatswirtschaft"	"SPK"						
"Martullo-Blocher, Magdalena"	294	"Martullo-Blocher"	"Magdalena"		"NR"	"GR"	"SVP"	"V"	"WAK-NR"	2015-11-30		"F"	1969-08-13	4167	3085	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	5978				"Wirtschafts- und währungspolitischer Arbeitskreis"		"Intergroupe parlementaire Politique économique et monétaire"	"Basel"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Banken"	"Wirtschaft"	"WAK"						
"Martullo-Blocher, Magdalena"	294	"Martullo-Blocher"	"Magdalena"		"NR"	"GR"	"SVP"	"V"	"WAK-NR"	2015-11-30		"F"	1969-08-13	4167	3085	"de"	"de"				"vorstand"	"vizepraesident"	"deklarationspflichtig"	"nicht-deklariert"	"0"	"N"	"tief"	5987	"0"	2021	"Ehrenamtlich"	"EMS-CHEMIE (Switzerland) AG"	"CHE-268.364.278"		"Romanshorn"	"AG"	0106	3	"EinzelOrganisation"	"nie"	"Chemie/Biotech"	"Wirtschaft"	"WAK"						
"Martullo-Blocher, Magdalena"	294	"Martullo-Blocher"	"Magdalena"		"NR"	"GR"	"SVP"	"V"	"WAK-NR"	2015-11-30		"F"	1969-08-13	4167	3085	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	6354				"Bienen"		"Abeilles"	"Appenzell"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Umwelt & Natur"	"Umwelt"	"UREK"						
"Martullo-Blocher, Magdalena"	294	"Martullo-Blocher"	"Magdalena"		"NR"	"GR"	"SVP"	"V"	"WAK-NR"	2015-11-30		"F"	1969-08-13	4167	3085	"de"	"de"	"Mitglied"	2021-11-01		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	8240																					
"Masshardt, Nadine"	144	"Masshardt"	"Nadine"		"NR"	"BE"	"SP"	"S"	"SPK-NR, UREK-NR"	2013-03-04		"F"	1984-10-04	4130	3034	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	69	-1	2021	"Bezahlendes Mitglied"	"Interessengemeinschaft öffentlicher Verkehr Schweiz"		"Communauté d'intérêts pour les transports publics Suisse"	"Bern 6"	"Verein"			"EinzelOrganisation,DachOrganisation,dezidierteLobby"	"punktuell"	"Öffentlicher Verkehr"	"Verkehr"	"KVF"						
"Masshardt, Nadine"	144	"Masshardt"	"Nadine"		"NR"	"BE"	"SP"	"S"	"SPK-NR, UREK-NR"	2013-03-04		"F"	1984-10-04	4130	3034	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	79	-1	2021	"Bezahlendes Mitglied"	"Europäische Bewegung Schweiz"	"CHE-107.811.158"	"Mouvement européen Suisse"	"Bern"	"Verein"	0109		"DachOrganisation,dezidierteLobby"	"punktuell"	"Pro EU"	"Aussenpolitik/Aussenwirtschaft"	"APK"						
"Masshardt, Nadine"	144	"Masshardt"	"Nadine"		"NR"	"BE"	"SP"	"S"	"SPK-NR, UREK-NR"	2013-03-04		"F"	1984-10-04	4130	3034	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	130	-1	2021	"Bezahlendes Mitglied"	"Schweizerischer Verband des Personals öffentlicher Dienste (V.P.O.D.)"	"CHE-105.834.303"	"Syndicat suisse des services publics"	"Zürich"	"Verein"	0109	6	"MitgliedsOrganisation,LeistungsErbringer,dezidierteLobby"	"punktuell"	"Arbeitnehmerorganisationen"	"Wirtschaft"	"WAK"						
"Masshardt, Nadine"	144	"Masshardt"	"Nadine"		"NR"	"BE"	"SP"	"S"	"SPK-NR, UREK-NR"	2013-03-04		"F"	1984-10-04	4130	3034	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	287	-1	2021	"Bezahlendes Mitglied"	"foraus - Forum Aussenpolitik - Forum de politique étrangère"	"CHE-251.735.320"		"Bern"	"Verein"	0109	6	"EinzelOrganisation,LeistungsErbringer"	"punktuell"	"Aussenpolitik allgemein"	"Aussenpolitik/Aussenwirtschaft"	"APK"						
"Masshardt, Nadine"	144	"Masshardt"	"Nadine"		"NR"	"BE"	"SP"	"S"	"SPK-NR, UREK-NR"	2013-03-04		"F"	1984-10-04	4130	3034	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	524				"Aktive Mobilität"		"Mobilité Douce"	"Bern"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Langsamverkehr"	"Verkehr"	"KVF"						
"Masshardt, Nadine"	144	"Masshardt"	"Nadine"		"NR"	"BE"	"SP"	"S"	"SPK-NR, UREK-NR"	2013-03-04		"F"	1984-10-04	4130	3034	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	580	-1	2021	"Bezahlendes Mitglied"	"VCS Verkehrs-Club der Schweiz"	"CHE-105.871.764"	"ATE Association transports et environnement"	"Bern"	"Verein"	0109	6	"DachOrganisation,LeistungsErbringer,dezidierteLobby"	"punktuell"	"Öffentlicher Verkehr"	"Verkehr"	"KVF"						
"Masshardt, Nadine"	144	"Masshardt"	"Nadine"		"NR"	"BE"	"SP"	"S"	"SPK-NR, UREK-NR"	2013-03-04		"F"	1984-10-04	4130	3034	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	637				"Biodiversität und Artenschutz"		"Biodiversité et gestion des espèces"	"Zürich"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"punktuell"	"Umwelt & Natur"	"Umwelt"	"UREK"						
"Masshardt, Nadine"	144	"Masshardt"	"Nadine"		"NR"	"BE"	"SP"	"S"	"SPK-NR, UREK-NR"	2013-03-04		"F"	1984-10-04	4130	3034	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	640				"Familienpolitik"		"Politique familiale"	"Bern"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Gemeinwohl/Gesellschaft"	"Soziale Sicherheit"	"SGK"						
"Masshardt, Nadine"	144	"Masshardt"	"Nadine"		"NR"	"BE"	"SP"	"S"	"SPK-NR, UREK-NR"	2013-03-04		"F"	1984-10-04	4130	3034	"de"	"de"	"Stiftungsratspräsidentin"	2021-01-29		"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"		"hoch"	674	3000	2021		"Schweizerische Energie-Stiftung"	"CHE-107.895.474"	"Fondation Suisse de l'Energie"	"Zürich"	"Stiftung"	0110	7	"EinzelOrganisation,MitgliedsOrganisation,dezidierteLobby"	"punktuell"	"Alternativenergie"	"Energie"	"UREK"	"AKW-Gegner"	"Energie"	"UREK"			
"Masshardt, Nadine"	144	"Masshardt"	"Nadine"		"NR"	"BE"	"SP"	"S"	"SPK-NR, UREK-NR"	2013-03-04		"F"	1984-10-04	4130	3034	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	676	-1	2021	"Bezahlendes Mitglied"	"Hotel & Gastro Union"	"CHE-105.802.970"		"Luzern"	"Verein"	0109	6	"DachOrganisation,LeistungsErbringer,dezidierteLobby"	"punktuell"	"Tourismus/Gastronomie"	"Wirtschaft"	"WAK"						
"Masshardt, Nadine"	144	"Masshardt"	"Nadine"		"NR"	"BE"	"SP"	"S"	"SPK-NR, UREK-NR"	2013-03-04		"F"	1984-10-04	4130	3034	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	886				"Musik PGM"		"Musique GPM"	"Aarau"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Musik"	"Kultur"	"WBK"						
"Masshardt, Nadine"	144	"Masshardt"	"Nadine"		"NR"	"BE"	"SP"	"S"	"SPK-NR, UREK-NR"	2013-03-04		"F"	1984-10-04	4130	3034	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	890				"Sexuelle Gesundheit und Rechte"		"Santé sexuelle et les droits"	"Bern"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Gesundheit"	"Gesundheit"	"SGK"						
"Masshardt, Nadine"	144	"Masshardt"	"Nadine"		"NR"	"BE"	"SP"	"S"	"SPK-NR, UREK-NR"	2013-03-04		"F"	1984-10-04	4130	3034	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	980	-1	2021	"Bezahlendes Mitglied"	"Schweizerische Rettungsflugwacht (Rega)"	"CHE-105.923.303"		"Zürich-Flughafen"	"Stiftung"	0110	7	"EinzelOrganisation,LeistungsErbringer"	"punktuell"	"Dienstleistungen Gesundheit"	"Gesundheit"	"SGK"	"Luftfahrt"	"Verkehr"	"KVF"			
"Masshardt, Nadine"	144	"Masshardt"	"Nadine"		"NR"	"BE"	"SP"	"S"	"SPK-NR, UREK-NR"	2013-03-04		"F"	1984-10-04	4130	3034	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	1064	-1	2021	"Bezahlendes Mitglied"	"Amnesty International - Schweizer Sektion"	"CHE-106.126.410"		"Bern"	"Verein"	0109	6	"EinzelOrganisation,dezidierteLobby"	"punktuell"	"Friedensförderung/Menschenrechte"	"Aussenpolitik/Aussenwirtschaft"	"APK"						
"Masshardt, Nadine"	144	"Masshardt"	"Nadine"		"NR"	"BE"	"SP"	"S"	"SPK-NR, UREK-NR"	2013-03-04		"F"	1984-10-04	4130	3034	"de"	"de"	"Mitglied"	2021-05-03		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	1278				"Auslandschweizer"		"Suisses de l'étranger"	"Bern"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Staatspolitik allgemein"	"Staatspolitik/Staatswirtschaft"	"SPK"						
